"";"COD6D";"benf_plano_media";"benf_plano_mediana"
"1559";"431590";222,5;218,5
"1560";"261440";12,25;12
"1561";"250390";49,5;49,5
"1562";"250210";31,25;30
"1563";"521910";107;107,5
"1564";"241360";63;64
"1565";"312030";33,75;34
"1566";"313100";546,5;520,5
"1567";"312240";225,25;210
"1568";"316910";224,5;236
"1569";"251272";6;6
"1570";"431910";275,5;275
"1571";"316130";1131,25;1155
"1572";"220090";21,25;21
"1573";"353680";436;437,5
"1574";"431160";44,5;45
"1575";"432195";97;96,5
"1576";"311995";200;201,5
"1577";"355200";339,5;338,5
"1578";"313390";118,5;120
"1579";"312675";29,75;30,5
"1580";"160023";135,25;145
"1581";"316460";2148;2160,5
"1582";"412640";502,75;504,5
"1583";"240340";51;50,5
"1584";"410730";1176,75;1182
"1585";"313410";141,25;140,5
"1586";"316770";237,75;238
"1587";"314625";17,5;17
"1588";"412690";262;269
"1589";"432055";151,5;147,5
"1590";"313040";988,25;992
"1591";"430870";593,75;593,5
"1592";"310820";143,5;142,5
"1593";"240600";42,25;41,5
"1594";"312680";67;65,5
"1595";"170130";28;27,5
"1596";"312235";114;115
"1597";"353280";920,5;921,5
"1598";"355310";1175,75;1195,5
"1599";"353570";1859,5;1892,5
"1600";"432210";599,75;600
"1601";"500515";223;223
"1602";"500840";529,25;534
"1603";"210010";2,5;2,5
"1604";"412490";463;470,5
"1605";"352370";812,5;823,5
"1606";"430543";137,25;136
"1607";"312750";76,75;77,5
"1608";"241210";100,75;101
"1609";"355495";907,5;904
"1610";"410790";1646;1643
"1611";"410773";57;58
"1612";"314655";18,75;19
"1613";"311787";1220,75;1216,5
"1614";"250939";21,5;23
"1615";"312707";13,75;13,5
"1616";"354810";1156,5;1164,5
"1617";"410965";220,25;215,5
"1618";"411470";154,5;155,5
"1619";"211167";2;2
"1620";"280520";21;21
"1621";"411110";1410;1414,5
"1622";"230990";50,5;50,5
"1623";"351210";1007,5;1014
"1624";"210193";11,25;12
"1625";"312290";308;307,5
"1626";"354200";1483,25;1498,5
"1627";"420213";121,25;122
"1628";"420950";422,25;423
"1629";"220940";28,25;28
"1630";"251430";17,75;17,5
"1631";"430755";1094,5;1102
"1632";"431407";194,25;188,5
"1633";"412880";110,5;110,5
"1634";"220173";8,5;7
"1635";"240185";105;107,5
"1636";"314620";94;94
"1637";"352110";1771;1756
"1638";"431043";2272,75;2282
"1639";"110148";37,5;29
"1640";"230180";19;19,5
"1641";"220910";27,25;27
"1642";"316740";854;947,5
"1643";"241300";420,75;433
"1644";"171070";57,25;57,5
"1645";"210905";5;5
"1646";"250660";31,5;31,5
"1647";"150555";247;248,5
"1648";"220275";28;28
"1649";"421625";383,75;390,5
"1650";"412535";69,75;70
"1651";"510628";67;67
"1652";"430965";35,25;36
"1653";"312015";30,25;31
"1654";"431695";132,75;134
"1655";"317075";53;54,5
"1656";"315765";31,75;31
"1657";"520480";1327,75;1330,5
"1658";"410975";139,75;141
"1659";"314170";746,5;748
"1660";"251020";44,75;45
"1661";"315520";62,5;62
"1662";"120005";66;67,5
"1663";"430070";862,25;851
"1664";"310163";233,5;229,5
"1665";"211163";1,5;2
"1666";"220920";20,75;21
"1667";"412270";250,25;252
"1668";"353410";1714;1724
"1669";"410740";224,5;218
"1670";"220777";13,5;14
"1671";"420050";348,5;344,5
"1672";"430370";131,5;132
"1673";"521990";100,75;102
"1674";"312920";205,5;206,5
"1675";"270900";27,5;28,5
"1676";"350310";226,25;227
"1677";"231123";24,5;24
"1678";"421270";319,25;316,5
"1679";"312910";948,75;949,5
"1680";"313430";803,75;806,5
"1681";"210470";14;13,5
"1682";"150690";22,25;22,5
"1683";"310570";462,75;462,5
"1684";"421440";1758;1754
"1685";"310375";434,5;440
"1686";"312965";34;34,5
"1687";"250260";32,25;32,5
"1688";"220990";20,5;20
"1689";"310120";209;208,5
"1690";"354350";111;112,5
"1691";"431515";200,5;200
"1692";"521170";122;121,5
"1693";"250915";74,5;74,5
"1694";"291077";55,75;55
"1695";"431125";32,5;31,5
"1696";"313070";213,75;213,5
"1697";"421450";295,75;294,5
"1698";"220194";68,25;66
"1699";"410890";447,5;452
"1700";"250290";36,75;36,5
"1701";"250523";25,25;25
"1702";"315260";1295,5;1289,5
"1703";"411920";107,5;106,5
"1704";"230460";18,75;18
"1705";"420310";382,75;382
"1706";"220605";2,75;3
"1707";"420610";721;722,5
"1708";"240620";37,5;37,5
"1709";"250215";229,75;230
"1710";"431245";217,5;217
"1711";"221093";6,75;7
"1712";"313867";84;83,5
"1713";"241270";112,25;111
"1714";"251590";51;50,5
"1715";"280470";84,75;84
"1716";"316540";116,75;116
"1717";"520485";492,75;488
"1718";"171875";41,75;41
"1719";"412788";268,25;242,5
"1720";"314380";144,75;144
"1721";"316170";206,5;206,5
"1722";"411530";497,5;492
"1723";"220900";86,25;76
"1724";"500780";527;502,5
"1725";"421920";301;305
"1726";"316950";267,25;267
"1727";"510385";57,5;60
"1728";"432050";263;264,5
"1729";"220177";18,75;18,5
"1730";"220970";130,5;133,5
"1731";"311360";380,5;383
"1732";"521130";101,75;101,5
"1733";"354790";294,25;294
"1734";"110003";126,75;115,5
"1735";"290310";161,5;162
"1736";"170190";44;44
"1737";"351470";870,25;863
"1738";"313925";19,75;20
"1739";"520760";610,75;618,5
"1740";"314150";250;249
"1741";"353640";227,5;226,5
"1742";"314435";580;578
"1743";"421850";901,25;891
"1744";"500490";255,5;255,5
"1745";"431310";417,5;418
"1746";"430063";44,75;44
"1747";"412460";338;335
"1748";"290090";96,5;98,5
"1749";"411325";21;21
"1750";"170710";56;56,5
"1751";"431930";168,5;171
"1752";"210923";24,75;25
"1753";"351925";382,25;383
"1754";"410020";111,75;112,5
"1755";"420080";517,25;513,5
"1756";"320200";166;166,5
"1757";"313868";34,25;34,5
"1758";"280370";43,25;44
"1759";"430512";359,75;361,5
"1760";"351810";672,25;675
"1761";"421040";828,5;829,5
"1762";"315060";287,25;287,5
"1763";"410832";251,25;251,5
"1764";"351920";536,5;565
"1765";"220557";9,5;9,5
"1766";"313055";54,5;54
"1767";"420800";1382,25;1390
"1768";"210055";0,25;0
"1769";"510600";457,75;446
"1770";"521405";77,5;80
"1771";"290330";181,5;183
"1772";"310945";24,5;23
"1773";"317057";177;178
"1774";"432147";125,5;126,5
"1775";"313800";346;339
"1776";"313160";242;247,5
"1777";"250120";48,75;48,5
"1778";"251320";40;40
"1779";"291855";112;113
"1780";"316120";289;289,5
"1781";"313810";84,5;84
"1782";"354820";467,25;469
"1783";"412575";760;748,5
"1784";"500525";312,5;300,5
"1785";"240320";24,25;24
"1786";"310850";40,25;38,5
"1787";"220690";23;23
"1788";"220667";7,25;6,5
"1789";"310750";516,25;523,5
"1790";"210620";15,5;15,5
"1791";"412540";76,5;71,5
"1792";"412870";432,75;431
"1793";"522068";62,25;64
"1794";"210173";1;1
"1795";"311820";935,75;940
"1796";"430170";255,5;256,5
"1797";"411220";345,25;339
"1798";"430430";456,5;455
"1799";"430360";612,5;617,5
"1800";"314670";260;259
"1801";"311630";62;62
"1802";"315935";251,75;252
"1803";"430570";291,5;289
"1804";"316350";131,25;131,5
"1805";"421860";971,75;980,5
"1806";"410304";215,75;196,5
"1807";"410320";161,75;162,5
"1808";"522119";137,25;137,5
"1809";"312860";109;109,5
"1810";"430090";164;164
"1811";"220340";73,75;73,5
"1812";"315415";184,5;186,5
"1813";"430220";387;388,5
"1814";"120032";3563,25;3563,5
"1815";"241350";64,75;65,5
"1816";"250450";71,25;64
"1817";"354270";1082,5;1080,5
"1818";"352660";1022,5;1023,5
"1819";"510890";139,25;139
"1820";"221020";23;23
"1821";"352420";1369,25;1385
"1822";"350510";403;416
"1823";"270135";120,5;120
"1824";"171886";28,5;27
"1825";"312600";2368,5;2370
"1826";"220140";64,5;65
"1827";"355390";869,75;887
"1828";"500150";482,5;478
"1829";"411300";557,75;405,5
"1830";"250560";24,5;23,5
"1831";"431040";308;307
"1832";"410870";163,75;164,5
"1833";"421225";201,75;199
"1834";"250780";77,5;77,5
"1835";"292275";44,75;44,5
"1836";"316520";95,25;95
"1837";"270780";12,75;13
"1838";"220720";36;36
"1839";"251315";15,5;14
"1840";"220060";192,5;171
"1841";"430800";951,25;951,5
"1842";"292780";46,5;47
"1843";"314875";13;10
"1844";"220335";9,5;9,5
"1845";"353230";270;262
"1846";"316430";224,25;216
"1847";"421230";567,25;565
"1848";"171750";37,5;37
"1849";"251500";28;28
"1850";"310010";1030;1028,5
"1851";"311545";87,75;89
"1852";"352700";578,25;575,5
"1853";"171360";59,75;59,5
"1854";"270820";79,5;79,5
"1855";"313110";239,75;240
"1856";"351950";533;532,5
"1857";"172110";62,75;63
"1858";"412620";111;112
"1859";"261510";21,75;19,5
"1860";"261153";43,5;42,5
"1861";"170230";50,75;49,5
"1862";"431650";987,25;985,5
"1863";"220005";81,75;82,5
"1864";"140060";98,5;98,5
"1865";"430710";137,25;135
"1866";"411100";395,25;398,5
"1867";"316380";380,75;381
"1868";"411900";139,25;139
"1869";"140050";60,5;59,5
"1870";"220635";6;6
"1871";"311570";183,75;183,5
"1872";"316294";598;648,5
"1873";"150013";83,25;83,5
"1874";"420768";241,75;238,5
"1875";"293325";53,25;53
"1876";"240510";71,5;70
"1877";"220217";0;0
"1878";"412160";242,5;241
"1879";"431400";947,25;949,5
"1880";"250355";11,75;13
"1881";"353360";2434;2433
"1882";"310810";280,5;280
"1883";"312120";299;319,5
"1884";"230427";14,75;14,5
"1885";"220890";70,25;71
"1886";"231280";14,75;14
"1887";"260630";19,25;19
"1888";"230060";33,75;34
"1889";"411500";136,5;137,5
"1890";"315710";348;350
"1891";"250500";57,25;57,5
"1892";"315630";3777,75;3819
"1893";"311140";1778,75;1805
"1894";"521270";48,75;46
"1895";"292410";37,5;37,5
"1896";"421840";344,75;349
"1897";"520005";546;550,5
"1898";"312560";87,25;86,5
"1899";"430250";161,5;160,5
"1900";"520060";163,5;164
"1901";"355690";921,75;934,5
"1902";"316220";224,75;228
"1903";"250520";64,25;64,5
"1904";"313862";1005,25;941
"1905";"270790";401,75;405
"1906";"430905";1154,75;1154
"1907";"431860";410,25;407,5
"1908";"431177";173,25;172
"1909";"316890";617;697,5
"1910";"240090";21,25;20,5
"1911";"313060";471,25;473
"1912";"312087";72,75;72,5
"1913";"411870";87,25;87
"1914";"431380";624;620
"1915";"210598";15,25;15
"1916";"521940";813,5;799
"1917";"251040";31,25;31
"1918";"314675";23,25;22
"1919";"240485";136,5;137,5
"1920";"270540";46,5;45,5
"1921";"312730";340,25;341
"1922";"316045";14;14
"1923";"316880";925,25;932,5
"1924";"420040";897,75;896
"1925";"351885";1610;1604,5
"1926";"313890";137,5;137,5
"1927";"251160";69,25;69
"1928";"320425";138,25;145
"1929";"211065";30,75;31
"1930";"520753";54,25;54,5
"1931";"230080";38;38
"1932";"240630";60,75;60,5
"1933";"270350";98;108
"1934";"421080";491;479,5
"1935";"520547";1649;1666,5
"1936";"291420";24,5;25
"1937";"312140";167,75;169
"1938";"421640";495,25;496
"1939";"330513";234;235
"1940";"316530";666,75;662
"1941";"351660";625;624,5
"1942";"430840";173,25;173,5
"1943";"430175";56;56,5
"1944";"312220";221,5;224
"1945";"314240";389,5;385
"1946";"270090";29,5;30
"1947";"314995";339,5;339
"1948";"280640";35,75;35
"1949";"291995";49,75;50
"1950";"412070";269,75;271
"1951";"430030";450,25;447
"1952";"350640";763;760,5
"1953";"251580";54,25;54,5
"1954";"311670";501,5;506
"1955";"250415";10;10
"1956";"354515";2352;2344
"1957";"210975";3,75;4
"1958";"351190";376,5;376,5
"1959";"241090";246;233
"1960";"431175";135,75;137,5
"1961";"311240";710,25;711,5
"1962";"421460";305,5;304
"1963";"316510";415;414,5
"1964";"430150";1466;1463,5
"1965";"311783";25,75;26
"1966";"171050";84,75;85,5
"1967";"291530";367;366
"1968";"315015";59,75;59,5
"1969";"313545";247,25;250,5
"1970";"521210";179,5;179,5
"1971";"312380";295,25;282,5
"1972";"410410";309,25;321,5
"1973";"351120";3568,25;3610
"1974";"316630";70,75;70
"1975";"250200";21,5;16
"1976";"270190";74,25;74,5
"1977";"353120";1359,5;1338,5
"1978";"432026";89,5;90,5
"1979";"170720";26;25,5
"1980";"220208";19;19,5
"1981";"270870";54,5;56
"1982";"313970";425,25;426,5
"1983";"250850";25,5;25,5
"1984";"421825";267;267
"1985";"240970";160,75;163,5
"1986";"430990";277;276
"1987";"310180";372,75;371,5
"1988";"314053";118;118,5
"1989";"171790";32,75;33
"1990";"355050";19421,5;19796,5
"1991";"431630";169,25;169
"1992";"312880";2502,25;2501
"1993";"315057";21,75;21,5
"1994";"351290";1008,5;1005,5
"1995";"250360";71;70,5
"1996";"420770";887,5;888
"1997";"316570";1499;1479
"1998";"315830";598,75;574,5
"1999";"170610";100;99
"2000";"410380";404,25;401
"2001";"410645";78,25;77
"2002";"430020";1453;1453
"2003";"500755";546;541,5
"2004";"312890";218,75;217
"2005";"251360";30,25;29,5
"2006";"421380";1128;1124,5
"2007";"352150";548,25;557
"2008";"251000";46,25;46,5
"2009";"430605";146;145,5
"2010";"314587";44,5;43
"2011";"260250";78,75;78
"2012";"412175";311,5;314
"2013";"291540";69;69
"2014";"430471";44,5;44
"2015";"411373";324,25;318,5
"2016";"230620";98;99
"2017";"150175";18;19
"2018";"292220";75;74,5
"2019";"320035";415,75;423,5
"2020";"210955";44,75;44,5
"2021";"241020";97,5;97,5
"2022";"220670";44,75;44,5
"2023";"354250";675;677
"2024";"430064";179,5;183
"2025";"130210";11;11
"2026";"313065";33,25;34
"2027";"510626";14;13
"2028";"220997";7,75;7,5
"2029";"431402";79,5;80,5
"2030";"210462";7,5;7,5
"2031";"171575";194;194
"2032";"220025";17,5;17
"2033";"280430";132,25;131,5
"2034";"410130";83,75;83
"2035";"520400";83,75;81,5
"2036";"250820";25,25;26
"2037";"421530";355,25;356,5
"2038";"522205";107,75;106
"2039";"421180";3600;3604
"2040";"251597";22,5;23
"2041";"220650";19,75;19,5
"2042";"510777";32,75;32
"2043";"314505";117;117
"2044";"411727";71,5;70,5
"2045";"250930";134;134
"2046";"420170";901,25;906,5
"2047";"431915";215,75;216
"2048";"354325";514,75;507,5
"2049";"312352";82,5;81,5
"2050";"411680";406,5;409
"2051";"270660";95,75;96,5
"2052";"240240";120,75;121
"2053";"220277";10,5;10,5
"2054";"292280";33;33
"2055";"355230";397,5;404
"2056";"410725";2874,25;2886
"2057";"312480";474,5;532
"2058";"353750";243,25;242,5
"2059";"420120";2591,25;2582,5
"2060";"250760";54;55,5
"2061";"290195";26,25;26,5
"2062";"351980";1761,25;1800,5
"2063";"314345";36;36,5
"2064";"150549";42,25;42
"2065";"251110";49;48,5
"2066";"421030";327,25;327
"2067";"522050";292,25;293
"2068";"420340";670;671
"2069";"330230";520,5;517
"2070";"110143";41;31,5
"2071";"211125";16,75;16,5
"2072";"520250";202,75;203
"2073";"313480";370;369
"2074";"220105";10;10
"2075";"410865";108,25;111
"2076";"520215";249,75;248,5
"2077";"320050";832,75;819,5
"2078";"411155";2141;2160,5
"2079";"260670";35;35
"2080";"310640";545;545
"2081";"520355";306;293
"2082";"250740";724,5;726,5
"2083";"410820";307;307
"2084";"316690";930;947
"2085";"231370";24;24
"2086";"520545";568,5;576,5
"2087";"352380";1697;1707
"2088";"521900";343,25;344,5
"2089";"240660";140,75;141
"2090";"251420";63,5;63
"2091";"270060";302,75;306,5
"2092";"350040";1430,25;1430
"2093";"170040";118,5;136
"2094";"351320";1402,75;1405,5
"2095";"510160";66;65,5
"2096";"291590";76,5;74,5
"2097";"313710";535,75;524
"2098";"292273";66;66
"2099";"250905";21,75;21,5
"2100";"354805";275,25;287,5
"2101";"411722";1540,25;1532
"2102";"351990";837,25;838,5
"2103";"431225";568;553
"2104";"411295";834,25;818,5
"2105";"230150";41,5;41,5
"2106";"171830";24,75;26
"2107";"230720";82,25;81,5
"2108";"352810";1610,75;1607
"2109";"500440";432,75;430
"2110";"430245";472,75;471,5
"2111";"250077";68;67,5
"2112";"291670";53,5;53,5
"2113";"431150";172,5;172,5
"2114";"315725";141,5;139
"2115";"510490";122,75;124,5
"2116";"350540";289,25;294
"2117";"521350";47,75;47
"2118";"500480";120,25;120,5
"2119";"430105";334,5;336,5
"2120";"280070";46,25;46
"2121";"251490";101,25;101
"2122";"430590";418;418
"2123";"420150";614;611
"2124";"270360";54;55,5
"2125";"410010";400;400
"2126";"421200";329,5;332,5
"2127";"241340";93;92
"2128";"315650";73,25;74
"2129";"292710";86;87
"2130";"311650";184,75;186,5
"2131";"352160";698,5;697,5
"2132";"210594";7,75;8
"2133";"211200";232;230
"2134";"353480";456,75;442
"2135";"431420";480;479
"2136";"220595";41,75;37
"2137";"220585";2;2
"2138";"220300";27,5;27
"2139";"521100";146,25;144
"2140";"312960";52;51,5
"2141";"350340";659;661
"2142";"150560";342,5;343,5
"2143";"315733";582,5;580
"2144";"410950";181,25;183
"2145";"261618";425;426,5
"2146";"314055";66,5;66,5
"2147";"316260";210;207
"2148";"521440";356,5;355
"2149";"410330";281,5;281
"2150";"412860";184,5;185,5
"2151";"430730";142;137,5
"2152";"521230";162;163
"2153";"310390";2147,25;2123
"2154";"210312";13,5;13,5
"2155";"520725";129,75;130,5
"2156";"293140";147;145
"2157";"231250";85;85
"2158";"410895";83,75;83,5
"2159";"291570";39;40
"2160";"410305";230;231,5
"2161";"310500";524,5;522,5
"2162";"240500";60,75;59
"2163";"261590";79,5;79,5
"2164";"351400";2323;2322
"2165";"291030";48,75;49
"2166";"210197";24,25;24
"2167";"314450";512,5;509
"2168";"291280";303,5;305,5
"2169";"220196";65,25;62
"2170";"240300";124,75;122
"2171";"500640";461,75;461
"2172";"312110";427;425,5
"2173";"351130";1995,75;1983
"2174";"220202";4;4
"2175";"120034";21;18,5
"2176";"500215";544,25;544,5
"2177";"521370";130,75;129,5
"2178";"250540";42;42
"2179";"412795";933,25;919,5
"2180";"320465";1301,5;1301,5
"2181";"310285";32,75;33
"2182";"280720";503,25;503
"2183";"313560";141;141
"2184";"315445";68,25;69
"2185";"220555";16,75;16,5
"2186";"293110";207,75;207
"2187";"315850";154;155
"2188";"250140";134;135
"2189";"355350";342,5;383,5
"2190";"314650";681,5;667
"2191";"315100";2257;2259
"2192";"430050";103;102
"2193";"313030";1354,25;1356,5
"2194";"291860";32,75;32,5
"2195";"292285";57;56,5
"2196";"130195";14,5;14,5
"2197";"431415";154,25;154
"2198";"210635";0;0
"2199";"421565";625,75;625,5
"2200";"220672";127,75;128,5
"2201";"160010";172,5;173
"2202";"410350";329,5;337,5
"2203";"230880";36,75;36,5
"2204";"510060";1337,5;1307,5
"2205";"291990";18,5;18,5
"2206";"431050";272;272,5
"2207";"520080";240,75;248,5
"2208";"312125";1024,5;1046
"2209";"412330";394,25;389,5
"2210";"510895";41,25;41,5
"2211";"241280";109;108
"2212";"140023";9,75;10
"2213";"150410";38,75;38
"2214";"430950";433,5;398
"2215";"210667";3,5;3,5
"2216";"210407";11,75;12
"2217";"521500";406,25;390
"2218";"170384";44,75;48,5
"2219";"351460";3381,75;3409
"2220";"411700";414,5;414,5
"2221";"310370";143;141
"2222";"150640";40,75;42
"2223";"260360";102,25;101,5
"2224";"350480";2156,75;2147,5
"2225";"314260";757,75;759,5
"2226";"290900";79,5;80
"2227";"510360";314,75;306,5
"2228";"150300";49,25;50,5
"2229";"312620";124;125
"2230";"330095";777;775
"2231";"520590";422,25;430
"2232";"311280";600;598,5
"2233";"261010";36,75;36,5
"2234";"314770";729,25;732
"2235";"220680";20,25;20
"2236";"250157";15,25;15
"2237";"351520";817;777,5
"2238";"500090";300,5;301,5
"2239";"110180";66,75;55
"2240";"130200";52;50,5
"2241";"240740";223,75;224
"2242";"220490";32,25;26,5
"2243";"231060";77,25;76,5
"2244";"510285";32,25;31
"2245";"420207";437,75;428
"2246";"315050";332,5;326,5
"2247";"431700";78,5;78,5
"2248";"354690";4050,5;4082
"2249";"520425";492,25;496
"2250";"314350";559,25;556,5
"2251";"240730";114,25;114
"2252";"410030";352,75;355
"2253";"410600";114,25;115
"2254";"292160";52;52
"2255";"270180";28,25;30
"2256";"410775";434,25;434,5
"2257";"292330";72;68,5
"2258";"311700";55,5;56
"2259";"313535";18;18
"2260";"110092";57,25;52
"2261";"291905";28,25;27,5
"2262";"251280";33;35
"2263";"290010";461;451,5
"2264";"315350";286,5;286,5
"2265";"354050";455,25;454,5
"2266";"431115";564,5;566
"2267";"317103";31,25;31,5
"2268";"421110";528,25;530
"2269";"280270";77,5;77,5
"2270";"316400";376,25;370
"2271";"291150";13,5;13,5
"2272";"520180";242,75;245
"2273";"280530";257,25;257,5
"2274";"170070";365,25;373,5
"2275";"140070";0;0
"2276";"250625";10;10,5
"2277";"315270";1523;1510,5
"2278";"313865";115,25;115,5
"2279";"220870";16,75;17
"2280";"353475";1089,25;1083
"2281";"354950";1509,75;1512
"2282";"420765";445,75;444,5
"2283";"292350";210,5;208,5
"2284";"316670";190,5;191,5
"2285";"520340";313,5;341
"2286";"241040";53,75;54
"2287";"270740";64,5;65,5
"2288";"420205";798,5;794,5
"2289";"351780";688,25;692
"2290";"431980";612;612
"2291";"130400";33,5;33,5
"2292";"210237";19,75;19
"2293";"430880";520,75;521,5
"2294";"220669";1,75;1,5
"2295";"292030";28,5;29
"2296";"120013";51;50
"2297";"270580";29;29
"2298";"500080";535,75;535,5
"2299";"170770";70,5;70,5
"2300";"355440";1906;1971,5
"2301";"280445";38,5;37,5
"2302";"521486";147,25;147,5
"2303";"353282";621,25;622
"2304";"510345";539;586
"2305";"210545";60,75;14
"2306";"350370";2251,5;2245
"2307";"411240";1093,75;1065,5
"2308";"220865";116;116
"2309";"411575";1455;1435
"2310";"432230";940,75;942,5
"2311";"330450";642,75;620
"2312";"110110";1243,5;1212
"2313";"510080";28,5;29
"2314";"240140";152;155
"2315";"521140";160,5;157,5
"2316";"315890";230,25;234
"2317";"314850";346,75;347,5
"2318";"353660";1969,5;2013
"2319";"220420";50,5;49,5
"2320";"290230";145,5;146,5
"2321";"292665";33;33,5
"2322";"351430";2128,25;2124,5
"2323";"171670";101,5;104
"2324";"354210";2874,75;2877
"2325";"317170";704,75;702,5
"2326";"420100";643,5;638
"2327";"412600";358,75;355
"2328";"313753";235,75;238,5
"2329";"420490";614,25;603,5
"2330";"430490";777,75;781,5
"2331";"293310";29;29
"2332";"313360";1896,5;1899,5
"2333";"311890";533,25;535
"2334";"241255";73,5;70
"2335";"320515";378;377
"2336";"421790";1065,25;1066,5
"2337";"312840";1351,25;1353
"2338";"412790";834,25;844,5
"2339";"140028";28;28
"2340";"351900";712,25;714
"2341";"312900";271;274,5
"2342";"315540";658,75;654,5
"2343";"520320";1378,5;1372
"2344";"312180";1002,25;1001,5
"2345";"412370";551,75;549
"2346";"421567";82,75;83
"2347";"241030";48,75;48
"2348";"430435";1915;1910
"2349";"353250";2388,75;2392,5
"2350";"292830";130,75;129
"2351";"352650";322,75;322,5
"2352";"292000";451,75;451,5
"2353";"110007";57,75;49
"2354";"170200";109,75;108,5
"2355";"354540";503,5;502,5
"2356";"412780";290;289
"2357";"120017";25,25;25,5
"2358";"355635";1823;1823
"2359";"315290";1102,75;1100
"2360";"292490";30,5;30
"2361";"431670";448,5;449
"2362";"352020";868;866,5
"2363";"280510";86,75;86
"2364";"355580";853,25;877
"2365";"410990";1049;1052
"2366";"431290";2563,25;2586,5
"2367";"290755";17,75;18,5
"2368";"260240";216,5;219,5
"2369";"411490";448,5;447,5
"2370";"231000";57;57
"2371";"311250";2054;2031,5
"2372";"510718";110,5;117
"2373";"110029";124,25;91,5
"2374";"290640";227,75;228
"2375";"330530";402,5;406
"2376";"290700";560,75;564
"2377";"231325";22,5;22,5
"2378";"314970";1954;1944
"2379";"220465";26,75;27
"2380";"312690";384,5;381,5
"2381";"520500";221,25;213,5
"2382";"430693";1223,5;1220,5
"2383";"140040";32,75;31,5
"2384";"420260";778,25;777
"2385";"320255";131;130
"2386";"240380";210,25;210,5
"2387";"310270";56;56,5
"2388";"291735";25,25;24
"2389";"412855";839;844,5
"2390";"312245";59,5;60
"2391";"293340";34;34,5
"2392";"315190";101,75;101,5
"2393";"352860";480,75;478
"2394";"412260";2031;2051
"2395";"160020";47,5;48
"2396";"171420";332;332
"2397";"411275";516,5;513
"2398";"240530";38;37,5
"2399";"421730";501,75;511,5
"2400";"311680";134;134
"2401";"352042";451;451
"2402";"411095";383,75;382
"2403";"315920";1164,5;1160,5
"2404";"355110";449;449
"2405";"311290";214,5;214,5
"2406";"270150";837,25;816,5
"2407";"520390";1271,5;1266
"2408";"412520";300,5;297
"2409";"315480";2429,25;2428,5
"2410";"230426";24,5;25
"2411";"220070";5,5;5,5
"2412";"521630";164;164
"2413";"293317";45;43,5
"2414";"311950";338,25;339
"2415";"261610";57,25;56,5
"2416";"172080";73,5;74
"2417";"311350";917,5;902
"2418";"120039";17,5;17
"2419";"500085";2421,5;2429
"2420";"510624";211;214
"2421";"251680";71,25;71,5
"2422";"280610";1094,75;1085,5
"2423";"292895";63,75;63,5
"2424";"313690";169,75;170,5
"2425";"210408";0;0
"2426";"220345";23,25;23
"2427";"313020";1336,75;1356,5
"2428";"314830";419,75;420,5
"2429";"421680";536;533
"2430";"170290";78;77,5
"2431";"261520";53,5;54,5
"2432";"291410";49,5;49,5
"2433";"240130";106,75;102
"2434";"311870";513,25;508,5
"2435";"251700";113,25;113,5
"2436";"312300";1116,75;1117,5
"2437";"353290";4506;4606
"2438";"261210";30;29,5
"2439";"421105";729,25;723
"2440";"420020";430,5;433,5
"2441";"430500";1689,5;1695
"2442";"140002";19;19
"2443";"220480";68,25;68,5
"2444";"355470";494;497
"2445";"280590";310;304,5
"2446";"315450";177,5;174
"2447";"420350";735,75;735,5
"2448";"430530";239,25;239
"2449";"110175";64,25;61
"2450";"520530";118,5;118
"2451";"240440";203,75;204,5
"2452";"290610";82,75;82,5
"2453";"420070";330,25;330,5
"2454";"210700";152;152,5
"2455";"240170";227,25;228,5
"2456";"250010";84,5;84,5
"2457";"130006";19,5;19
"2458";"250980";45,5;45,5
"2459";"311455";922;900
"2460";"355560";2415,75;2445
"2461";"330615";348,5;349,5
"2462";"170740";10,25;10
"2463";"320110";1225,25;1223,5
"2464";"421610";790,5;781,5
"2465";"310410";1781,75;1787
"2466";"320013";832,25;820
"2467";"313150";723,5;738
"2468";"420780";1437,75;1440
"2469";"316920";699;693
"2470";"250330";21;20
"2471";"292593";12,25;12,5
"2472";"420400";1803,75;1806,5
"2473";"291910";36,25;37
"2474";"310300";562;560
"2475";"315360";1232,75;1226
"2476";"353520";560,5;561
"2477";"351535";246,25;243,5
"2478";"420195";727;723
"2479";"354430";1195,75;1176,5
"2480";"420125";831,5;824,5
"2481";"240700";122,75;122,5
"2482";"350690";779,75;780
"2483";"221065";7;7
"2484";"292850";29,5;29,5
"2485";"310825";31;31,5
"2486";"410260";555;553,5
"2487";"430580";202,5;201
"2488";"240250";360,5;355
"2489";"170380";48,25;47,5
"2490";"350930";1701,75;1704
"2491";"316190";1184,25;1194
"2492";"292467";22,5;23
"2493";"292540";478,5;458,5
"2494";"314465";16,25;15,5
"2495";"311710";254,5;253,5
"2496";"250800";54,75;55
"2497";"320070";838;850
"2498";"170100";89,25;89,5
"2499";"432143";237,5;234
"2500";"241410";139,25;138,5
"2501";"431395";421,25;418,5
"2502";"220160";64,75;64,5
"2503";"315660";194,5;193
"2504";"500400";1089,25;1092,5
"2505";"220205";60;58,5
"2506";"313370";1311,75;1290
"2507";"510794";207,25;205,5
"2508";"354380";551,5;567
"2509";"230365";29,25;28,5
"2510";"412853";102;97,5
"2511";"351790";1335,75;1329
"2512";"314085";62,25;61,5
