"";"COD7D";"Municipio";"COD6D";"Aracaju";"Belem";"Belo_Horizonte";"Boa_Vista";"Brasilia";"Campo_Grande";"Cuiaba";"Curitiba";"Florianopolis";"Fortaleza";"Goiania";"Joao_Pessoa";"Macapa";"Maceio";"Manaus";"Natal";"Palmas";"Porto_Alegre";"Porto_Velho";"Recife";"Rio_Branco";"Rio_de_Janeiro";"Salvador";"Sao_Luis";"Sao_Paulo";"Teresina";"Vitoria";"LessDistant"
"29";"2702702";"FELIZ DESERTO";"270270";113622,944289361;1673220,30646422;1341889,81520828;3082223,17284508;1382781,72012693;2248592,23871223;2201305,55038815;2166566,64211727;2299707,50494139;758769,236343251;1566228,13566724;381478,510630389;1991979,92053089;109299,420632656;2776235,47010782;511030,534868654;1294250,30400616;2678488,10455523;3070519,95534003;292956,446165469;3508615,35158308;1590709,2252496;371458,35217264;1221810,65775436;1839727,62932987;909635,595912962;1184077,17050112;109,29942
"30";"2702801";"FLEXEIRAS";"270280";242271,343249967;1661671,57215461;1472348,94101967;3087633,48972818;1493665,81019526;2365966,49776197;2297426,01567883;2296753,36430644;2431116,40800413;676716,917515119;1677851,74390999;250244,994392821;1979087,69519349;31252,0723345936;2807672,66636326;385237,662416692;1363687,23012514;2809764,51058598;3135949,69269852;161721,881084147;3578452,93491292;1722298,1856041;501361,409398211;1195322,13202624;1970553,48036798;896384,978170318;1314480,56586437;31,25207
"31";"2702900";"GIRAU DO PONCIANO";"270290";135985,342103129;1595524,31023388;1355042,14077442;3007167,68789382;1360423,75795643;2233965,67948166;2165151,05336861;2177856,21110824;2318169,94395633;689339,196809407;1544672,40987065;362897,077971595;1914230,30211074;128406,376344752;2707388,82761872;475651,66252178;1240260,15774204;2695545,1450225;3015170,28923177;286107,477810195;3455598,63273531;1615562,27991804;386590,539738018;1143184,75088097;1854239,934355;831467,336576822;1218337,20220685;128,40638
"32";"2703007";"IBATEGUARA";"270300";261122,832222252;1632564,52278443;1490220,1491425;3060848,32685223;1497651,69706542;2372859,6249512;2294632,44795107;2313998,33441121;2451013,09192892;641414,772044931;1682051,49498127;227897,01477646;1949626,3597971;66135,4127010233;2786087,02003226;356180,052742226;1352725,41589078;2829177,11245852;3122765,60164256;146570,173307898;3566443,33699602;1744332,32546376;519465,439270108;1164374,77549369;1988970,21659245;867821,047903628;1339457,494318;66,13541
"33";"2703106";"IGACI";"270310";166699,070347345;1594933,58965071;1387798,83401882;3011233,26390676;1390010,97022314;2264673,37447705;2191318,86729016;2210602,8899155;2350859,2657478;668634,542185707;1574352,83575516;330189,979644809;1913412,40237625;106730,077076037;2717970,23890301;443640,844972123;1260327,8030273;2728271,0898509;3034073,78218206;254380,126117417;3475536,86836861;1647927,04021887;419176,041438461;1138333,8540735;1886992,4490695;829753,182355075;1249743,29423105;106,73008
"34";"2703205";"IGREJA NOVA";"270320";107848,775180966;1638626,76799159;1337219,65889771;3047311,93870195;1363317,59698371;2232362,59530058;2176900,6183538;2161278,82838974;2297678,34247489;733624,585502495;1547132,15135875;381207,495414572;1957403,38707766;120882,180701444;2742109,29847658;503529,327666527;1263816,52015769;2675864,21087986;3039841,34027275;297253,435018011;3478658,15599427;1591508,06697567;366268,547504066;1188132,48326758;1835821,17589768;875312,303842689;1189269,68118513;107,84878
"35";"2703304";"INHAPI";"270330";201483,443989652;1486677,50589805;1355461,69265406;2898329,71768986;1312220,07041357;2193400,84971166;2096919,69621746;2172749,24785939;2322873,5051987;613744,377210387;1496758,78591757;388997,622642129;1805424,6694656;219895,768724189;2602619,0872592;470515,258574031;1152104,73784273;2697611,28374205;2923611,4994249;333327,273344297;3366427,7620557;1631304,99431074;408183,222285026;1036604,467697;1854499,17112696;723162,003993339;1249515,24204124;201,48344
"36";"2703403";"JACARÉ DOS HOMENS";"270340";148808,40093692;1553110,82914633;1345021,01433638;2963370,87049534;1332313,67196009;2208888,27037927;2130620,41167359;2166066,21230523;2310302,74776443;664815,338339805;1516763,2153237;378570,123845642;1871873,91332349;167319,129620527;2663303,89324049;479739,269999193;1199603,87522239;2686716,85314164;2973812,66807056;309370,503993463;3414893,79740421;1611892,51256821;382655,514757034;1102896,12142716;1844444,49705108;789710,103384969;1220847,53324839;148,8084
"37";"2703502";"JACUÍPE";"270350";295150,892837525;1671344,27098872;1525132,68156561;3102580,06880868;1543937,00797859;2417478,41699231;2343675,2988751;2349605,80579166;2483421,41318925;658798,355974507;1728234,16652682;200459,31107121;1987752,65234351;76343,6286144306;2832516,30503564;341586,395831256;1402692,56024668;2862193,85974844;3172472,30682399;109249,080299038;3616305,63005207;1773862,95068707;554208,009520291;1200074,32449886;2023226,90454979;907831,603550228;1364443,56763756;76,34363
"38";"2703601";"JAPARATINGA";"270360";288909,874029815;1696524,69781104;1517167,37815999;3126595,82193429;1546964,8946401;2418172,42436066;2351667,10589675;2341958,70251892;2473493,06225836;686146,733057776;1731072,06764065;217306,48320403;2013159,2944807;66454,5112555623;2853385,63110403;362846,820319938;1416443,13364144;2852630,67288979;3187826,83362813;122265,578995578;3630861,70055407;1762227,84122019;547089,113724053;1226117,13731204;2014653,14815988;932506,274838641;1350329,0613151;66,45451
"39";"2703700";"JARAMATAIA";"270370";148544,259582962;1573772,00200554;1358688,50027286;2986048,48315542;1354146,53252619;2229548,98543342;2154740,40899323;2180676,75548132;2322956,80918985;670774,726628693;1538530,43247172;361422,072935237;1892463,85684658;141888,739820925;2687905,58537916;468438,010985024;1225083,94966477;2699873,40127609;2999342,88137683;288821,471908167;3440385,1343273;1622322,287688;392744,044804298;1121267,511653;1858046,33889864;809618,115108481;1227883,45162298;141,88874
"40";"2703759";"JEQUIÁ DA PRAIA";"270375";160801,582334024;1670857,40510872;1389983,11340143;3086643,69249946;1424585,63281658;2292730,48483154;2238145,08621901;2214608,48339295;2347933,2796123;729424,149698896;1608332,68973432;333680,286634227;1989321,71700752;61685,9472838255;2790055,06870385;465518,339659956;1321162,43599096;2726712,24722975;3096644,80864904;244731,183477667;3536374,46729612;1638773,18317208;419353,892436167;1213522,99060702;1887895,23660033;905624,533374436;1231322,28126318;61,68595
"41";"2703809";"JOAQUIM GOMES";"270380";256254,284617727;1650751,22482089;1486302,28038022;3078378,52886354;1501546,90988629;2375242,42588927;2302024,57443274;2310486,05629871;2445882,11729422;659652,41510538;1685845,54671474;234194,950121157;1967908,36734862;49623,7904721289;2801808,97828041;367382,060207443;1363946,80854555;2824352,31044812;3135038,96486244;147993,513101285;3578202,12593521;1737835,90228575;515264,02894135;1182988,66749824;1984740,22744626;885837,621205512;1331015,49389302;49,62379
"42";"2703908";"JUNDIÁ";"270390";282553,738431022;1667829,15192853;1512587,2609205;3097902,09768984;1531546,1013578;2404887,12026201;2332054,03994832;2337027,93141396;2471066,08193804;661731,369701954;1715825,46117134;211853,775012447;1984498,31129253;64877,4343630347;2825554,94052444;351179,398940405;1392548,19256857;2849793,46060995;3162911,88988292;121613,38459742;3606460,9042187;1761754,06648324;541630,175179094;1197658,92996727;2010730,02216555;903778,122185283;1352813,75205357;64,87743
"43";"2704005";"JUNQUEIRO";"270400";144711,841921774;1636548,38177587;1374087,24415491;3050588,10740159;1395629,36243218;2266306,58627862;2205287,75514682;2198093,32692521;2334587,4512489;710016,568224356;1579630,58211663;344312,544871657;1955132,24831718;88231,771406116;2752663,10624584;467876,145576441;1284673,66473968;2712779,76961703;3059906,99544437;260602,376039399;3499967,09749651;1628230,95007506;403166,383929482;1181311,37007778;1872716,79750813;871728,172630001;1225213,82381854;88,23177
"44";"2704104";"LAGOA DA CANOA";"270410";137757,211281625;1606300,12157109;1360866,1478075;3018726,47982848;1370479,4126433;2243314,90018443;2176450,09402132;2184043,33168057;2323347,31241067;693981,304556062;1554672,03775089;356606,891394454;1924972,09369533;116734,22151299;2719623,74110416;472293,218589589;1252523,07533345;2700951,00552999;3027496,54167282;277984,510621872;3467856,89796408;1619702,0154428;391434,73858193;1153046,95242491;1859946,32693903;841976,394061621;1220875,97825333;116,73422
"45";"2704203";"LIMOEIRO DE ANADIA";"270420";155445,831141186;1626266,82032795;1383623,0050235;3041727,7379922;1399765,58838053;2271705,03294353;2206789,99018702;2207373,45541606;2344794,34395241;696064,745236176;1583888,86775681;334100,625626253;1944777,92779246;86304,581527681;2746171,21308573;455635,910054469;1282423,53781695;2722809,18368536;3057157,98398898;252179,356901452;3497765,3690472;1639204,94785228;413001,766620361;1169917,61647559;1882423,53540022;861177,290778515;1237201,86082286;86,30458
"46";"2704302";"MACEIÓ";"270430";222455,529289617;1682850,37202546;1451091,73301338;3106083,7736854;1483614,51972662;2353244,65503869;2292978,44684324;2275815,70816861;2408186,04527751;706781,194513874;1667547,69044316;276687,768792132;2000621,50968275;0;2820720,12421311;414799,115259273;1366901,40410395;2787157,64964417;3140801,96818211;185040,275024931;3582163,79771078;1697906,00324892;480756,707391944;1218731,68682467;1948777,65880933;917221,868271966;1288101,1267223;0
"47";"2704401";"MAJOR ISIDORO";"270440";160955,015873258;1565259,32437;1368439,79497697;2978987,88102812;1359360,20491186;2235695,59445584;2157450,81114995;2190080,73848287;2333083,87451516;658260,988725336;1543801,31089057;353016,044763369;1883894,78286012;142711,506569681;2683139,05898544;457739,566894221;1224462,72442661;2709830,00687413;2998101,91935404;282509,936799308;3439636,6704123;1633124,11593389;403532,321547236;1111569,84713866;1867832,84512143;800732,182954234;1239487,1086218;142,71151
"48";"2704500";"MARAGOGI";"270450";301838,065861586;1692044,42702701;1530721,32273126;3123486,05765917;1556997,22299669;2429124,10272051;2359533,61178413;2355452,00052233;2487489,76393795;675475,644225394;1741186,83367371;202402,749238282;2008378,5959367;79636,5470882542;2853241,92672611;348231,361118436;1421220,08281756;2866556,26938723;3191651,74340467;107485,7466353;3635185,02494074;1776531,00563491;560360,504237428;1220425,1426019;2028357,06313035;928658,975376161;1364980,1582061;79,63655
"49";"2704609";"MARAVILHA";"270460";196184,974370508;1511299,22299039;1373979,6693822;2925863,67044638;1340677,97146194;2220792,02168748;2128213,79189109;2192890,68219164;2340687,77351765;616631,78800776;1525229,92452499;361697,763146471;1829923,72487363;188296,217710945;2633163,56848719;450040,916326121;1184595,30694988;2716143,85784645;2956058,14336915;302762,009105982;3398918,55356751;1646069,38552156;419177,484602823;1057876,82406837;1873277,9693126;746742,981178373;1259770,23130879;188,29622
"50";"2704708";"MARECHAL DEODORO";"270470";192167,309843512;1676294,73297323;1421109,78562058;3096020,5142651;1454461,71634587;2323420,42894842;2265804,73160705;2245783,39364354;2378653,42457551;716962,81554788;1638312,28820864;304313,910667539;1994449,39797692;30317,2600087826;2805181,33362118;439145,214098566;1343996,52725928;2757526,72900626;3118751,9363677;214132,688275822;3559337,71444162;1668938,31497268;450610,240272392;1215386,79258257;1918916,60680299;910626,769596306;1260298,68556708;30,31726
"51";"2704807";"MARIBONDO";"270480";181305,439138853;1631057,20511157;1410259,95968331;3050005,72746781;1425745,538061;2298252,40900811;2230870,25348664;2234113,68627189;2371081,49684498;684456,859542044;1609928,0111276;307781,127930139;1949315,58236339;64379,5574638922;2759452,128031;431696,785148352;1302526,93492465;2749204,57561367;3076460,09839216;225195,771363178;3517784,66992161;1664891,90032325;439476,466511647;1171470,7061533;1908986,11824697;865469,487817649;1261660,87276406;64,37956
"52";"2704906";"MAR VERMELHO";"270490";184516,709143467;1616034,2987122;1411361,29510357;3035284,11974838;1420359,86978794;2294135,37512;2222852,33719148;2234817,71717863;2373140,29593875;671427,930699593;1604644,11516546;306048,375900917;1934278,59319355;76221,6029639595;2745697,8188558;426056,981857933;1291534,97185464;2750988,42667479;3064966,74241982;226501,34329238;3506671,46068762;1668178,32242692;441184,110013803;1156391,41141337;1910310,74216282;850432,367054856;1266731,16770906;76,2216
"53";"2705002";"MATA GRANDE";"270500";226229,749242986;1467102,32875771;1372919,13077615;2881299,92337284;1320015,11238519;2202556,24822368;2098950,96403229;2188963,97225145;2340665,11354144;589212,08568063;1504490,16671502;381168,489354341;1785766,60887123;231014,307097926;2589782,99067958;455672,70628509;1147908,51472711;2714912,40721187;2917492,23979669;330999,953773759;3361212,64609135;1650920,86024221;430012,387697407;1014980,86725027;1871704,51844598;702834,646964854;1271221,77416578;226,22975
"54";"2705101";"MATRIZ DE CAMARAGIBE";"270510";266523,359301892;1671188,58286941;1496393,98155436;3099575,55110746;1518679,78734498;2391134,79839349;2321468,87603191;2320912,50691008;2454553,34195992;672929,674788342;1702885,84908585;228793,601639388;1988186,27902532;47938,8396200038;2823813,29967717;367678,134146645;1385291,1298424;2833339,89423656;3156709,03926829;138124,120001009;3599709,20462962;1745014,86506177;525527,234079687;1202533,4725868;1994434,35472641;906522,377392246;1335891,03711398;47,93884
"55";"2705200";"MESSIAS";"270520";230455,543285944;1662862,79779784;1460484,19480979;3087479,6463878;1483680,20858866;2355422,40964314;2288871,09134618;2284924,46166004;2419131,95805929;684032,470872746;1667814,62317845;262277,429150678;1980472,63952947;22780,3060822185;2805109,7357074;396764,586620678;1357424,07074902;2797800,52483234;3130287,15617117;173644,141229328;3572406,39306863;1710257,21865322;489526,26846435;1197723,05764813;1958647,72934826;897363,30175317;1302476,58435706;22,78031
"56";"2705309";"MINADOR DO NEGRÃO";"270530";185056,139941156;1565603,77203296;1396163,79257083;2983221,19489308;1384966,25349671;2262068,07992932;2180241,19717267;2217843,37966628;2360707,33221537;640881,446002615;1569449,51915623;325452,420712147;1884013,64134993;128306,616734982;2692919,60226482;430414,181448909;1242449,4602123;2737508,79724122;3014844,77198645;256366,348009343;3457213,72663213;1660357,75715479;430770,198080251;1108270,17170743;1895551,10741414;800255,731266866;1265729,19143653;128,30662
"57";"2705408";"MONTEIRÓPOLIS";"270540";155678,08969529;1543614,00176651;1346305,12559147;2954067,55803674;1329244,8896309;2206548,70900498;2125699,50290683;2166887,63025533;2311976,8664744;657355,886370884;1513729,99818131;379379,23712502;1862375,04367587;174259,966806667;2654607,92204864;477879,99645924;1192694,28696975;2688167,13727975;2966591,18458887;312053,677019063;3407922,65665405;1614502,59553908;385691,699273819;1093420,37101214;1845727,44891074;780198,262735615;1224753,49459031;155,67809
"58";"2705507";"MURICI";"270550";227716,18998962;1649161,28179974;1457765,84292895;3073660,94727832;1475645,73785213;2348414,55233392;2278869,14465894;2281962,95707255;2417386,11218964;673412,994709407;1659865,38154013;262403,694962559;1966800,92898322;34886,6678083909;2791523,52380997;393415,009500659;1345410,88546198;2795834,4245927;3117905,30626386;176461,950543791;3560257,92992137;1709537,98527953;486726,388141185;1184282,8877833;1956201,31968629;883637,345764329;1303309,75340489;34,88667
"59";"2705606";"NOVO LINO";"270560";275933,001921612;1658783,48224912;1506056,73807115;3088338,69724835;1522194,86325772;2395992,96677672;2321899,79301118;2330356,17348824;2465149,52451786;656730,879425604;1706505,75795242;216091,745588603;1975570,38397677;62102,6279120113;2815231,99383827;352709,203598261;1381908,71322204;2843740,45661084;3152235,19041707;127991,388620137;3595795,58853036;1756486,64648249;535021,005721859;1189168,91288752;2004370,51796307;894512,954545495;1348564,13498482;62,10263
"60";"2705705";"OLHO D'ÁGUA DAS FLORES";"270570";162786,357711058;1542378,85181129;1354963,93741323;2954149,80529141;1336750,07670496;2214369,7240846;2132091,45518569;2175508,08284649;2320650,53537989;650715,935038227;1521249,60259448;371098,637782489;1861101,36064888;170022,840510879;2656479,34771617;469205,008023859;1197313,59571673;2696833,45484857;2970818,0209865;304479,258711023;3412443,35845667;1623151,82066281;394290,924533524;1090974,79385446;1854385,63135974;778522,779466417;1233212,91350236;162,78636
"61";"2705804";"OLHO D'ÁGUA DO CASADO";"270580";189522,351289792;1486908,85145437;1333252,75994305;2895012,75941635;1291200,35891816;2171936,56850168;2078256,83127103;2150411,94558727;2300727,59845857;629876,450819626;1475748,53319719;410384,989333116;1805726,84362433;231407,618343664;2594719,47154;492882,834732091;1137264,31457659;2675386,50630913;2909948,49017917;352847,085031538;3352092,10754705;1609653,16914021;387743,883798352;1040263,00424269;1832257,76742107;724824,016871403;1228997,9695956;189,52235
"62";"2705903";"OLHO D'ÁGUA GRANDE";"270590";108920,340398428;1617865,72024096;1334015,57696783;3026228,27984361;1351176,07934507;2222036,44518375;2161712,18583407;2157533,78227846;2295881,58967917;719429,135127611;1535176,21301009;383401,056352762;1936654,21969473;132581,1146612;2721344,74592665;500934,907574951;1245147,72011248;2673670,77251959;3020970,36348907;302569,280102043;3460192,77827969;1591536,29024632;363902,859675391;1168061,45189401;1832958,05213408;854774,29038599;1192077,92279039;108,92034
"63";"2706000";"OLIVENÇA";"270600";166409,031086614;1547544,04738792;1363683,67108613;2960614,19194897;1347142,72542951;2224628,26665654;2142529,28649444;2184503,79830374;2329127,68532832;648564,858542024;1531637,95958375;361258,938300139;1866216,44144079;160557,578606106;2664507,25115726;460826,071287201;1207149,2955836;2705455,13655369;2980438,96813855;294101,278549034;3422218,40884454;1630967,82213471;401776,554844047;1094813,99074408;1863108,88964928;783265,944311247;1239949,08857592;160,55758
"64";"2706109";"OURO BRANCO";"270610";207239,159443637;1507856,59033265;1386271,4111448;2924197,56831564;1350662,1769251;2231246,47852683;2136231,82266816;2205021,16432414;2353045,59806684;605902,91094239;1535210,69558282;351093,244114584;1826388,42006148;186622,638458697;2634135,74335657;437861,477136072;1189971,05376105;2728445,07721949;2960576,12464089;294033,979291153;3403869,48831562;1658573,1895726;431692,866757974;1052787,57254238;1885551,7995204;742873,654974215;1272246,68194729;186,62264
"65";"2706208";"PALESTINA";"270620";145889,414990569;1548623,49087067;1337090,57699775;2957654,26519752;1322919,64759817;2199609,46131979;2121220,9908168;2157896,18717039;2302596,64705509;666974,593456271;1507373,76190515;387401,170514777;1867415,34541798;176204,060703403;2656161,73072868;487309,219838014;1190812,86768931;2678882,87536549;2965192,21838502;318689,206556275;3406126,08238568;1604777,1312974;375824,69122591;1099650,81407675;1836515,68475048;785700,929817564;1214709,04884303;145,88941
"66";"2706307";"PALMEIRA DOS ÍNDIOS";"270630";182333,324221682;1594116,98090768;1403962,88350817;3012597,1445467;1404333,49003751;2279576,42249622;2203832,07530338;2226735,77350398;2367033,2084608;658168,05878186;1588717,68212478;314108,986712033;1912441,4259226;99006,0330261427;2722587,66023211;427718,594799977;1269820,91013973;2744447,20049198;3042854,60373516;239049,805060265;3484829,66150037;1664013,15785552;435331,936723087;1135515,5303864;1903161,67993188;828612,611774219;1265472,57182213;99,00603
