"";"CODUFMUN";"qtde"
"5462";"170270";4
"5463";"170290";16
"5464";"170300";16
"5465";"170305";3
"5466";"170307";5
"5467";"170310";11
"5468";"170320";5
"5469";"170330";2
"5470";"170360";6
"5471";"170370";17
"5472";"170380";18
"5473";"170382";4
"5474";"170384";7
"5475";"170386";10
"5476";"170388";10
"5477";"170389";8
"5478";"170390";11
"5479";"170410";4
"5480";"170460";4
"5481";"170510";10
"5482";"170550";93
"5483";"170555";24
"5484";"170560";17
"5485";"170600";11
"5486";"170610";17
"5487";"170625";6
"5488";"170650";12
"5489";"170700";90
"5490";"170710";17
"5491";"170720";21
"5492";"170730";14
"5493";"170740";13
"5494";"170755";7
"5495";"170765";8
"5496";"170770";16
"5497";"170820";42
"5498";"170825";11
"5499";"170830";10
"5500";"170900";19
"5501";"170930";92
"5502";"170950";406
"5503";"170980";6
"5504";"171050";24
"5505";"171070";11
"5506";"171090";6
"5507";"171110";8
"5508";"171150";7
"5509";"171180";7
"5510";"171190";17
"5511";"171195";11,5
"5512";"171200";8,5
"5513";"171215";7
"5514";"171240";7
"5515";"171245";4
"5516";"171250";18
"5517";"171270";2
"5518";"171280";5
"5519";"171320";142,5
"5520";"171330";41
"5521";"171360";22
"5522";"171370";2
"5523";"171380";9
"5524";"171395";6
"5525";"171420";30
"5526";"171430";17
"5527";"171488";22
"5528";"171500";18
"5529";"171510";10
"5530";"171515";7
"5531";"171525";5
"5532";"171550";2
"5533";"171570";3
"5534";"171575";31
"5535";"171610";221
"5536";"171620";26,5
"5537";"171630";9
"5538";"171650";38
"5539";"171660";26
"5540";"171665";11
"5541";"171670";23
"5542";"171700";10,5
"5543";"171720";11
"5544";"171750";35
"5545";"171780";17
"5546";"171790";13
"5547";"171800";3
"5548";"171820";303
"5549";"171830";10
"5550";"171840";21
"5551";"171845";5
"5552";"171850";5
"5553";"171855";7
"5554";"171865";3
"5555";"171870";5
"5556";"171875";18
"5557";"171880";4
"5558";"171884";10
"5559";"171886";16,5
"5560";"171888";5
"5561";"171889";10
"5562";"171890";10
"5563";"171900";4
"5564";"172000";5
"5565";"172010";8
"5566";"172015";3
"5567";"172020";12
"5568";"172025";10
"5569";"172030";11
"5570";"172049";15
"5571";"172065";22
"5572";"172080";26
"5573";"172085";3
"5574";"172090";60
"5575";"172093";4
"5576";"172097";8
"5577";"172100";1198
"5578";"172110";12
"5579";"172120";68
"5580";"172125";3
"5581";"172130";6
"5582";"172208";14
"5583";"172210";43
