"";"CODUFMUN";"medicos_g1";"medicos_g2";"medicos_g3"
"3462";"220190";35;9;3,88888888888889
"3463";"351760";29;8;3,625
"3464";"421900";74,5;9;8,27777777777778
"3465";"291880";59;7;8,42857142857143
"3466";"292430";18;6;3
"3467";"312950";66,5;9;7,38888888888889
"3468";"210650";20;8;2,5
"3469";"210940";9;5;1,8
"3470";"293100";20;8;2,5
"3471";"230523";107,5;13,5;7,96296296296296
"3472";"260390";22,5;8;2,8125
"3473";"430680";114;2;57
"3474";"130440";11;6;1,83333333333333
"3475";"270160";14;6;2,33333333333333
"3476";"260460";27;9;3
"3477";"311750";21;4;5,25
"3478";"290830";31,5;6,5;4,84615384615385
"3479";"260650";23;7;3,28571428571429
"3480";"311060";110,5;5;22,1
"3481";"510630";24;5;4,8
"3482";"353890";106,5;3;35,5
"3483";"510625";33,5;7;4,78571428571429
"3484";"352400";161,5;3;53,8333333333333
"3485";"330452";436;6;72,6666666666667
"3486";"411210";79;6;13,1666666666667
"3487";"311660";72;9;8
"3488";"291490";24;4;6
"3489";"355380";68,5;6;11,4166666666667
"3490";"210710";25;8;3,125
"3491";"293080";19;3;6,33333333333333
"3492";"310930";41;6;6,83333333333333
"3493";"410450";24;5;4,8
"3494";"353530";109;4;27,25
"3495";"316100";50;6;8,33333333333333
"3496";"270170";32;8;4
"3497";"260540";34;7;4,85714285714286
"3498";"150795";29,5;1;29,5
"3499";"292575";26;7;3,71428571428571
"3500";"251140";72,5;7;10,3571428571429
"3501";"412850";39;9;4,33333333333333
"3502";"261320";31;8;3,875
"3503";"270130";31;9;3,44444444444444
"3504";"310030";34;7;4,85714285714286
"3505";"261040";29;9;3,22222222222222
"3506";"261400";23;8;2,875
"3507";"150460";15,5;6;2,58333333333333
"3508";"410442";29,5;3;9,83333333333333
"3509";"261560";32,5;8,5;3,82352941176471
"3510";"352990";46;4;11,5
"3511";"412740";24;2;12
"3512";"430270";31;NA;NA
"3513";"351410";86;3;28,6666666666667
"3514";"522020";48,5;7;6,92857142857143
"3515";"270260";18;7;2,57142857142857
"3516";"130060";11;5;2,2
"3517";"510170";66;6;11
"3518";"317100";36;8;4,5
"3519";"350130";113;5,5;20,5454545454545
"3520";"311320";105,5;4;26,375
"3521";"410760";42;5;8,4
"3522";"261580";15;5;3
"3523";"292890";27,5;5;5,5
"3524";"410590";80;5;16
"3525";"431820";48;5;9,6
"3526";"421320";93;8;11,625
"3527";"210580";14,5;4,5;3,22222222222222
"3528";"241150";87;9;9,66666666666667
"3529";"430466";38;NA;NA
"3530";"350840";95;NA;NA
"3531";"314320";85,5;8;10,6875
"3532";"150655";21;9;2,33333333333333
"3533";"290690";34;11;3,09090909090909
"3534";"150520";8;3;2,66666666666667
"3535";"291835";20;5;4
"3536";"350560";48;1;48
"3537";"351930";98,5;7;14,0714285714286
"3538";"352740";59;3;19,6666666666667
"3539";"230200";26;7;3,71428571428571
"3540";"130185";49,5;22,5;2,2
"3541";"290410";26;5;5,2
"3542";"352640";148;NA;NA
"3543";"500210";57;6;9,5
"3544";"350580";54,5;5;10,9
"3545";"150310";5;2;2,5
"3546";"261080";35;9;3,88888888888889
"3547";"421690";77;5;15,4
"3548";"411060";24;6;4
"3549";"520640";30;5;6
"3550";"270420";34;8;4,25
"3551";"310900";120;16;7,5
"3552";"353110";127;7;18,1428571428571
"3553";"354760";111,5;3;37,1666666666667
"3554";"312360";126;4;31,5
"3555";"210030";35;8;4,375
"3556";"355430";64;10;6,4
"3557";"230160";28;11;2,54545454545455
"3558";"210070";22;9;2,44444444444444
"3559";"510480";71;8;8,875
"3560";"292360";86;8,5;10,1176470588235
"3561";"310100";47;5;9,4
"3562";"280360";17,5;10,5;1,66666666666667
"3563";"316970";30;6;5
"3564";"260380";33;7;4,71428571428571
"3565";"410400";594;8;74,25
"3566";"316710";47;7;6,71428571428571
"3567";"150030";10;1;10
"3568";"354400";138;2;69
"3569";"411940";45;NA;NA
"3570";"311550";138,5;3;46,1666666666667
"3571";"353860";59,5;NA;NA
"3572";"210880";12;7;1,71428571428571
"3573";"352920";88,5;5;17,7
"3574";"210020";21;9;2,33333333333333
"3575";"330110";82;8;10,25
"3576";"280460";41;12;3,41666666666667
"3577";"170930";72;9;8
"3578";"210700";10;5;2
"3579";"430890";70,5;2;35,25
"3580";"316200";92;2;46
"3581";"210380";31;10;3,1
"3582";"260590";22;8;2,75
"3583";"330290";157;8;19,625
"3584";"351220";113,5;8,5;13,3529411764706
"3585";"354300";47;4;11,75
"3586";"431120";67,5;14,5;4,6551724137931
"3587";"210040";5;3;1,66666666666667
"3588";"130100";10;4;2,5
"3589";"410540";110,5;7;15,7857142857143
"3590";"430463";333,5;1;333,5
"3591";"431480";127,5;2;63,75
"3592";"316210";55,5;6;9,25
"3593";"270320";22;9;2,44444444444444
"3594";"311110";84;4;21
"3595";"290687";44;7;6,28571428571429
"3596";"412570";59;6;9,83333333333333
"3597";"500500";85;5;17
"3598";"250700";58;10;5,8
"3599";"350380";122;10;12,2
"3600";"312420";40;7;5,71428571428571
"3601";"410110";76;6;12,6666666666667
"3602";"291520";17,5;1;17,5
"3603";"171320";69;10;6,9
"3604";"260090";18;7;2,57142857142857
"3605";"410190";52;3;17,3333333333333
"3606";"231025";29;11;2,63636363636364
"3607";"353790";74,5;2;37,25
"3608";"330025";52;7;7,42857142857143
"3609";"310190";94;6;15,6666666666667
"3610";"251690";40;7;5,71428571428571
"3611";"312780";24;8;3
"3612";"210500";32;10;3,2
"3613";"421800";150,5;11;13,6818181818182
"3614";"510770";19;3;6,33333333333333
"3615";"355330";96;1;96
"3616";"421170";54;8;6,75
"3617";"292910";41;5;8,2
"3618";"150440";15;7;2,14285714285714
"3619";"230945";47;24;1,95833333333333
"3620";"211100";16;8;2
"3621";"320370";47;9;5,22222222222222
"3622";"432070";105,5;4;26,375
"3623";"410390";17;7;2,42857142857143
"3624";"292090";7;6;1,16666666666667
"3625";"431940";38;5;7,6
"3626";"421970";105,5;7,5;14,0666666666667
"3627";"240230";55;9;6,11111111111111
"3628";"292920";76,5;16;4,78125
"3629";"314100";10;5;2
"3630";"230530";64;10;6,4
"3631";"291710";31;4;7,75
"3632";"150120";28;5;5,6
"3633";"280540";16,5;6;2,75
"3634";"292620";21,5;3,5;6,14285714285714
"3635";"500560";56,5;1;56,5
"3636";"352620";35;10;3,5
"3637";"313330";47,5;6;7,91666666666667
"3638";"280320";34;13;2,61538461538462
"3639";"315690";116,5;6;19,4166666666667
"3640";"432160";96;5;19,2
"3641";"500070";46,5;6;7,75
"3642";"292010";47;7;6,71428571428571
"3643";"315140";97;4;24,25
"3644";"291730";37;3;12,3333333333333
"3645";"150290";25,5;14;1,82142857142857
"3646";"350940";139;6;23,1666666666667
"3647";"291465";52;9;5,77777777777778
"3648";"355040";95;1;95
"3649";"350170";180;NA;NA
"3650";"351150";278,5;9;30,9444444444444
"3651";"221130";46;9;5,11111111111111
"3652";"320400";55,5;8;6,9375
"3653";"310510";96,5;6;16,0833333333333
"3654";"230428";103;23;4,47826086956522
"3655";"310540";80,5;10;8,05
"3656";"292340";25,5;3;8,5
"3657";"292240";51;6;8,5
"3658";"314860";23;3;7,66666666666667
"3659";"210510";13,5;9,5;1,42105263157895
"3660";"431840";185,5;NA;NA
"3661";"150619";19;1;19
"3662";"315200";52;8;6,5
"3663";"330050";115;8;14,375
"3664";"521010";70,5;7;10,0714285714286
"3665";"150720";16;12;1,33333333333333
"3666";"150307";7;2;3,5
"3667";"431010";242,5;6;40,4166666666667
"3668";"310020";96,5;7;13,7857142857143
"3669";"260970";45;10;4,5
"3670";"220150";26;12;2,16666666666667
"3671";"410160";48;5;9,6
"3672";"260320";45;9;5
"3673";"290470";37,5;6,5;5,76923076923077
"3674";"330090";63;6;10,5
"3675";"293210";42;4;10,5
"3676";"260900";37;7;5,28571428571429
"3677";"250910";29;11;2,63636363636364
"3678";"291830";14;4;3,5
"3679";"313270";87;7;12,4285714285714
"3680";"130140";17;7;2,42857142857143
"3681";"172120";28,5;8;3,5625
"3682";"240940";224;11;20,3636363636364
"3683";"230780";72;14;5,14285714285714
"3684";"293077";23;7;3,28571428571429
"3685";"211010";22;8;2,75
"3686";"230740";48;9;5,33333333333333
"3687";"353920";31;6;5,16666666666667
"3688";"260570";50;5;10
"3689";"261150";30;8;3,75
"3690";"291915";29;4;7,25
"3691";"521220";45;2,5;18
"3692";"330150";102;6;17
"3693";"170550";34;10;3,4
"3694";"292320";15;5;3
"3695";"230320";33;11;3
"3696";"431810";42;5;8,4
"3697";"410930";90,5;5;18,1
"3698";"231020";51;10;5,1
"3699";"150710";7;3;2,33333333333333
"3700";"410360";59;6;9,83333333333333
"3701";"261130";26,5;9;2,94444444444444
"3702";"210230";12;4;3
"3703";"293220";38;5;7,6
"3704";"260730";32;12;2,66666666666667
"3705";"270510";32;11;2,90909090909091
"3706";"354425";65,5;7;9,35714285714286
"3707";"210190";12;8;1,5
"3708";"320410";72,5;6;12,0833333333333
"3709";"430690";72;8,5;8,47058823529412
"3710";"241250";46;5;9,2
"3711";"260920";11;3;3,66666666666667
"3712";"313950";83;6;13,8333333333333
"3713";"211020";26,5;12,5;2,12
"3714";"352000";48;NA;NA
"3715";"330385";63;9,5;6,63157894736842
"3716";"250070";32,5;8,5;3,82352941176471
"3717";"314140";63;8;7,875
"3718";"353190";106,5;5;21,3
"3719";"240110";57;7;8,14285714285714
"3720";"355340";113;8;14,125
"3721";"420850";85,5;7;12,2142857142857
"3722";"292310";20,5;5,5;3,72727272727273
"3723";"421050";110,5;6;18,4166666666667
"3724";"500380";59;4;14,75
"3725";"290620";27;6;4,5
"3726";"260560";15;7;2,14285714285714
"3727";"290260";22;9;2,44444444444444
"3728";"110034";20,5;2;10,25
"3729";"270640";49;13;3,76923076923077
"3730";"312200";37;4;9,25
"3731";"250680";45;7;6,42857142857143
"3732";"316935";45;7;6,42857142857143
"3733";"251390";42;12;3,5
"3734";"291040";32;8;4
"3735";"316290";91;4;22,75
"3736";"293180";38,5;7;5,5
"3737";"352044";160;6;26,6666666666667
"3738";"290340";47;8;5,875
"3739";"250830";37,5;11;3,40909090909091
"3740";"160027";58,5;15,5;3,7741935483871
"3741";"270830";32;8;4
"3742";"410440";19;3;6,33333333333333
"3743";"293150";25;5;5
"3744";"355160";121;4;30,25
"3745";"354770";56;4;14
"3746";"290890";29;7;4,14285714285714
"3747";"431850";41;5;8,2
"3748";"230950";22;8;2,75
"3749";"310090";36,5;6;6,08333333333333
"3750";"260500";30;9;3,33333333333333
"3751";"313210";32;7;4,57142857142857
"3752";"320405";86;4;21,5
"3753";"320230";198,5;9;22,0555555555556
"3754";"431530";104;3;34,6666666666667
"3755";"311300";22;8;2,75
"3756";"316960";58;5;11,6
"3757";"314870";98,5;12;8,20833333333333
"3758";"431180";211,5;14,5;14,5862068965517
"3759";"521740";77;5;15,4
"3760";"231200";36;14;2,57142857142857
"3761";"421650";54;4;13,5
"3762";"352010";107;2;53,5
"3763";"313350";43;4;10,75
"3764";"313400";11;4;2,75
"3765";"354630";85,5;NA;NA
"3766";"221070";18,5;6,5;2,84615384615385
"3767";"210270";15;8;1,875
"3768";"270100";34;11;3,09090909090909
"3769";"250040";20;8;2,5
"3770";"521710";57;5;11,4
"3771";"251230";75;8;9,375
"3772";"270400";40;13;3,07692307692308
"3773";"410210";73;5;14,6
"3774";"210130";12;7;1,71428571428571
"3775";"510710";28;4;7
"3776";"293320";65;12;5,41666666666667
"3777";"292595";23,5;8,5;2,76470588235294
"3778";"430910";280,5;2;140,25
"3779";"510562";50;3;16,6666666666667
"3780";"230120";101;19,5;5,17948717948718
"3781";"220260";33;10;3,3
"3782";"411750";25;7;3,57142857142857
"3783";"500240";53;4;13,25
"3784";"210790";25;7;3,57142857142857
"3785";"170220";17;6;2,83333333333333
"3786";"150490";18;3;6
"3787";"291350";37,5;7;5,35714285714286
"3788";"313580";40;8;5
"3789";"421770";84;8;10,5
"3790";"270730";46,5;10;4,65
"3791";"291290";41;4;10,25
"3792";"270920";23,5;8,5;2,76470588235294
"3793";"210460";18;7;2,57142857142857
"3794";"261460";56;7;8
"3795";"520540";246,5;6;41,0833333333333
"3796";"292110";76,5;13;5,88461538461539
"3797";"231160";42,5;13;3,26923076923077
"3798";"260160";20,5;4;5,125
"3799";"351310";94;1;94
"3800";"210220";18;12;1,5
"3801";"292520";125;15,5;8,06451612903226
"3802";"320160";62;10;6,2
"3803";"230380";34,5;10;3,45
"3804";"292550";55,5;11;5,04545454545455
"3805";"250150";60;10;6
"3806";"311370";29;5;5,8
"3807";"411480";81;6;13,5
"3808";"330210";119,5;3;39,8333333333333
"3809";"290110";21;6;3,5
"3810";"260080";21;7;3
"3811";"291600";31;8;3,875
"3812";"211210";13;8;1,625
"3813";"230625";100,5;13,5;7,44444444444444
"3814";"320300";61;6;10,1666666666667
"3815";"250510";50;13;3,84615384615385
"3816";"290850";61;7;8,71428571428571
"3817";"230270";48,5;7;6,92857142857143
"3818";"354660";240,5;8;30,0625
"3819";"110005";20;5;4
"3820";"280067";16,5;6;2,75
"3821";"350860";145,5;9;16,1666666666667
"3822";"352470";332,5;NA;NA
"3823";"250440";37;7;5,28571428571429
"3824";"240220";61;13;4,69230769230769
"3825";"410660";56;8;7
"3826";"150390";27;5;5,4
"3827";"432220";43;3;14,3333333333333
"3828";"120060";23;10;2,3
"3829";"150620";94,5;10;9,45
"3830";"354020";147,5;6;24,5833333333333
"3831";"270940";73,5;6;12,25
"3832";"292580";35;5;7
"3833";"291060";54,5;8,5;6,41176470588235
"3834";"231360";31;10;3,1
"3835";"260700";18;7;2,57142857142857
"3836";"130380";42,5;9;4,72222222222222
"3837";"292840";35;6;5,83333333333333
"3838";"220520";34;7;4,85714285714286
"3839";"280560";27;8;3,375
"3840";"210405";35;13;2,69230769230769
"3841";"210060";25;10;2,5
"3842";"211260";15;9;1,66666666666667
"3843";"351360";55,5;5;11,1
"3844";"292500";27,5;6;4,58333333333333
"3845";"221060";134;12;11,1666666666667
"3846";"280450";88;12;7,33333333333333
"3847";"291580";32;4;8
"3848";"410050";31;6;5,16666666666667
"3849";"230800";18,5;8;2,3125
"3850";"500540";81;5;16,2
"3851";"290670";29;5;5,8
"3852";"291320";53;8;6,625
"3853";"350700";186,5;1;186,5
"3854";"352570";173,5;2;86,75
"3855";"355150";172;2,5;68,8
"3856";"293250";42,5;6;7,08333333333333
"3857";"230710";39,5;11;3,59090909090909
"3858";"320455";113,5;7;16,2142857142857
"3859";"230560";34;6;5,66666666666667
"3860";"510700";21,5;5;4,3
"3861";"320210";58;9;6,44444444444444
"3862";"350030";106;2;53
"3863";"432180";168;9;18,6666666666667
"3864";"291450";50;4;12,5
"3865";"210890";27;8;3,375
"3866";"320340";99;15;6,6
"3867";"314110";157;13;12,0769230769231
"3868";"260300";30;9;3,33333333333333
"3869";"330380";99;17;5,82352941176471
"3870";"311160";75;7;10,7142857142857
"3871";"421130";140,5;15;9,36666666666667
"3872";"120050";42;10;4,2
"3873";"421620";156;5;31,2
"3874";"292590";16;7;2,28571428571429
"3875";"510510";90;5;18
"3876";"411690";51;7;7,28571428571429
"3877";"411790";139,5;8;17,4375
"3878";"354750";215,5;5;43,1
"3879";"314460";60,5;4;15,125
"3880";"230170";40;8;5
"3881";"521830";41,5;6;6,91666666666667
"3882";"270470";67,5;15;4,5
"3883";"421820";245,5;12;20,4583333333333
"3884";"292930";66;10;6,6
"3885";"260370";35;9;3,88888888888889
"3886";"292370";32;6;5,33333333333333
"3887";"500470";45;5;9
"3888";"150543";28;8;3,5
"3889";"352510";102;5;20,4
"3890";"230830";47,5;10;4,75
"3891";"292460";32;5;6,4
"3892";"431960";42,5;5;8,5
"3893";"110009";30;2;15
"3894";"310050";10;6;1,66666666666667
"3895";"521040";51;10;5,1
"3896";"293200";15;6;2,5
"3897";"353010";196;3;65,3333333333333
"3898";"521730";30;3;10
"3899";"292230";51;8;6,375
"3900";"270380";36,5;8;4,5625
"3901";"211060";25;8;3,125
"3902";"292290";30;4;7,5
"3903";"522045";226;44;5,13636363636364
"3904";"292480";24;6;4
"3905";"312410";162;5;32,4
"3906";"292820";34;6;5,66666666666667
"3907";"221040";23;7;3,28571428571429
"3908";"210280";26,5;9,5;2,78947368421053
"3909";"520450";242;8;30,25
"3910";"270880";32;13;2,46153846153846
"3911";"350520";131,5;4;32,875
"3912";"522010";65,5;7;9,35714285714286
"3913";"310940";60,5;8;7,5625
"3914";"312670";48;11,5;4,17391304347826
"3915";"430780";322;3;107,333333333333
"3916";"291550";35,5;6;5,91666666666667
"3917";"210100";28;11;2,54545454545455
"3918";"410650";64,5;9;7,16666666666667
"3919";"350925";59,5;3;19,8333333333333
"3920";"430850";133,5;2;66,75
"3921";"290290";63;13;4,84615384615385
"3922";"315280";79,5;3;26,5
"3923";"412170";19;8;2,375
"3924";"430440";213;13,5;15,7777777777778
"3925";"280130";158;10;15,8
"3926";"291180";23;7;3,28571428571429
"3927";"432130";107;2;53,5
"3928";"220290";36;10;3,6
"3929";"291650";35;6;5,83333333333333
"3930";"250430";61;9;6,77777777777778
"3931";"311910";35,5;6,5;5,46153846153846
"3932";"230075";16;6;2,66666666666667
"3933";"430535";67;11;6,09090909090909
"3934";"231310";40;9;4,44444444444444
"3935";"210660";19;11;1,72727272727273
"3936";"290990";12;5;2,4
"3937";"292120";46,5;4;11,625
"3938";"330300";144,5;7;20,6428571428571
"3939";"312800";109;9;12,1111111111111
"3940";"130070";18;6;3
"3941";"311930";111,5;6;18,5833333333333
"3942";"315150";150;11;13,6363636363636
"3943";"410765";67;22;3,04545454545455
"3944";"280570";53,5;20;2,675
"3945";"220830";69;10;6,9
"3946";"351080";139,5;3;46,5
"3947";"411200";57,5;NA;NA
"3948";"211140";28;9;3,11111111111111
"3949";"510410";43;8;5,375
"3950";"211110";30;10;3
"3951";"410970";55;7;7,85714285714286
"3952";"210690";21;7;3
"3953";"520620";46;12;3,83333333333333
"3954";"353740";91;8;11,375
"3955";"291370";51;11;4,63636363636364
"3956";"260040";22;12;1,83333333333333
"3957";"351000";128;2;64
"3958";"410445";12,5;4,5;2,77777777777778
"3959";"230655";49;11;4,45454545454545
"3960";"230700";44;12,5;3,52
"3961";"210980";36,5;14;2,60714285714286
"3962";"352030";35;7;5
"3963";"292380";19;NA;NA
"3964";"150430";16;10;1,6
"3965";"293230";20;1;20
"3966";"240580";79;16;4,9375
"3967";"291190";41,5;11;3,77272727272727
"3968";"411010";55,5;6;9,25
"3969";"240720";55,5;10;5,55
"3970";"292250";88;12;7,33333333333333
"3971";"292300";84;12,5;6,72
"3972";"354530";162,5;10;16,25
"3973";"430860";125,5;2;62,75
"3974";"290710";27;7;3,85714285714286
"3975";"316240";39;11;3,54545454545455
"3976";"351370";138;6;23
"3977";"430900";92;4;23
"3978";"130410";12;6;2
"3979";"310110";68,5;8;8,5625
"3980";"270310";40;11;3,63636363636364
"3981";"231320";42;11;3,81818181818182
"3982";"355020";53;NA;NA
"3983";"353180";193,5;17;11,3823529411765
"3984";"500060";66;9;7,33333333333333
"3985";"420320";174,5;13;13,4230769230769
"3986";"230230";38;9,5;4
"3987";"420350";48;4;12
"3988";"290590";15;6;2,5
"3989";"250690";44,5;10,5;4,23809523809524
"3990";"315720";63;8;7,875
"3991";"230940";17;9;1,88888888888889
"3992";"231270";57;11;5,18181818181818
"3993";"150730";60,5;8;7,5625
"3994";"411730";26;4;6,5
"3995";"353880";141;9;15,6666666666667
"3996";"270500";18;6;3
"3997";"260950";63,5;9;7,05555555555556
"3998";"290730";64;8;8
"3999";"260610";36;8;4,5
"4000";"412800";78;5;15,6
"4001";"320190";147,5;5;29,5
"4002";"412230";225;6;37,5
"4003";"291120";71;6;11,8333333333333
"4004";"315960";156;8;19,5
"4005";"355450";210;15,5;13,5483870967742
"4006";"251120";61,5;11;5,59090909090909
"4007";"350270";47,5;7;6,78571428571429
"4008";"291270";24;8;3
"4009";"210810";20;6;3,33333333333333
"4010";"260750";25,5;8,5;3
"4011";"250970";87,5;9;9,72222222222222
"4012";"314400";68;11;6,18181818181818
"4013";"220780";79;8;9,875
"4014";"220270";19;8;2,375
"4015";"150445";16;3;5,33333333333333
"4016";"351820";139,5;NA;NA
"4017";"354220";170;9,5;17,8947368421053
"4018";"316800";68,5;12;5,70833333333333
"4019";"320080";71;10;7,1
"4020";"210210";36;11,5;3,1304347826087
"4021";"251290";31;9;3,44444444444444
"4022";"220230";42;9;4,66666666666667
"4023";"420550";99;7;14,1428571428571
"4024";"317090";21,5;12,5;1,72
"4025";"292050";44,5;7;6,35714285714286
"4026";"261020";20;5;4
"4027";"290780";38,5;2,5;15,4
"4028";"292640";32;6;5,33333333333333
"4029";"150600";7;1;7
"4030";"270840";55,5;11,5;4,82608695652174
"4031";"241440";39;15;2,6
"4032";"311430";90;10;9
"4033";"210870";27;9;3
"4034";"260810";31;11;2,81818181818182
"4035";"230210";74;21;3,52380952380952
"4036";"220620";27,5;11,5;2,39130434782609
"4037";"150320";45,5;7;6,5
"4038";"500330";85,5;12;7,125
"4039";"521180";52;12;4,33333333333333
"4040";"110006";25,5;3;8,5
"4041";"430420";72,5;5,5;13,1818181818182
"4042";"520890";63;8;7,875
"4043";"314590";186;12;15,5
"4044";"313010";56;7;8
"4045";"291050";91,5;12,5;7,32
"4046";"250600";102,5;11;9,31818181818182
"4047";"310420";119,5;9;13,2777777777778
"4048";"412220";32;6;5,33333333333333
"4049";"261630";54;9;6
"4050";"270290";33;13;2,53846153846154
"4051";"250110";30,5;7;4,35714285714286
"4052";"290100";77,5;8;9,6875
"4053";"150616";28;5;5,6
"4054";"353710";169,5;8;21,1875
"4055";"211050";31;14;2,21428571428571
"4056";"293020";11;1;11
"4057";"290490";71;14;5,07142857142857
"4058";"330185";94,5;4;23,625
"4059";"210950";27;7;3,85714285714286
"4060";"292700";42;10;4,2
"4061";"431100";83;5;16,6
"4062";"290930";38;5;7,6
"4063";"355480";92,5;2,5;37
"4064";"420900";448,5;9;49,8333333333333
"4065";"432080";127,5;7;18,2142857142857
"4066";"310260";166;2;83
"4067";"260660";25;12;2,08333333333333
"4068";"220570";33,5;10,5;3,19047619047619
"4069";"313440";130;7;18,5714285714286
"4070";"521120";64;7;9,14285714285714
"4071";"330620";348,5;14;24,8928571428571
"4072";"411420";105,5;5;21,1
"4073";"230930";45,5;11;4,13636363636364
"4074";"241220";118;16;7,375
"4075";"317200";139;8;17,375
"4076";"260200";47;10;4,7
"4077";"430760";124;8;15,5
"4078";"354160";218;1;218
"4079";"150277";39;12;3,25
"4080";"270550";32;12;2,66666666666667
"4081";"431130";90;4;22,5
"4082";"261360";64;14;4,57142857142857
"4083";"250130";23,5;8;2,9375
"4084";"260510";83,5;11;7,59090909090909
"4085";"210430";7;3;2,33333333333333
"4086";"421500";182,5;7;26,0714285714286
"4087";"353460";136,5;4;34,125
"4088";"241120";111;12;9,25
"4089";"315400";76,5;6;12,75
"4090";"250320";261,5;20;13,075
"4091";"313930";40;7;5,71428571428571
"4092";"261050";30;9;3,33333333333333
"4093";"230840";82,5;16;5,15625
"4094";"210830";18;8;2,25
"4095";"130406";41,5;9;4,61111111111111
"4096";"316270";23;10;2,3
"4097";"270690";76,5;14;5,46428571428571
"4098";"411770";108,5;4;27,125
"4099";"220550";43;15;2,86666666666667
"4100";"320460";116,5;8;14,5625
"4101";"210170";54;21;2,57142857142857
"4102";"351860";94,5;1;94,5
"4103";"150506";35;7;5
"4104";"231240";50,5;15;3,36666666666667
"4105";"171610";118,5;10;11,85
"4106";"150580";23;6;3,83333333333333
"4107";"421360";189;4;47,25
"4108";"292720";44;6;7,33333333333333
"4109";"320140";133,5;4;33,375
"4110";"260880";26;7;3,71428571428571
"4111";"150405";21;5;4,2
"4112";"261310";36,5;8;4,5625
"4113";"260010";158;16;9,875
"4114";"431390";145;12;12,0833333333333
"4115";"320470";99;5;19,8
"4116";"210400";29;10;2,9
"4117";"330060";294;10;29,4
"4118";"521020";107;8;13,375
"4119";"410880";99,5;4;24,875
"4120";"250030";44;12;3,66666666666667
"4121";"231030";29;8;3,625
"4122";"317080";76;15;5,06666666666667
"4123";"240830";60;13;4,61538461538461
"4124";"270915";48;15;3,2
"4125";"311840";27;4;6,75
"4126";"313760";198;19;10,4210526315789
"4127";"352840";84;5,5;15,2727272727273
"4128";"292100";110;16;6,875
"4129";"510650";56;8;7
"4130";"291210";35,5;11,5;3,08695652173913
"4131";"353950";162,5;NA;NA
"4132";"316370";360;10;36
"4133";"314530";40;10;4
"4134";"500620";180;9,5;18,9473684210526
"4135";"431350";224;9;24,8888888888889
"4136";"314290";24;10;2,4
"4137";"520549";84,5;16;5,28125
"4138";"230500";51;10;5,1
"4139";"353350";172;NA;NA
"4140";"210780";39;14;2,78571428571429
"4141";"220200";17;9;1,88888888888889
"4142";"320020";116,5;10;11,65
"4143";"150090";30;13;2,30769230769231
"4144";"230750";28;8;3,5
"4145";"354410";47,5;2;23,75
"4146";"420750";234,5;10;23,45
"4147";"432190";162,5;7;23,2142857142857
"4148";"312430";26;10;2,6
"4149";"500570";114;10;11,4
"4150";"313900";185;4;46,25
"4151";"130290";31;12;2,58333333333333
"4152";"311230";52;11;4,72727272727273
"4153";"211300";29;13;2,23076923076923
"4154";"292800";84,5;5;16,9
"4155";"410720";86,5;9;9,61111111111111
"4156";"261350";39,5;6;6,58333333333333
"4157";"211150";52,5;19,5;2,69230769230769
"4158";"280300";25;9;2,77777777777778
"4159";"290680";32;16;2
"4160";"310150";186,5;4;46,625
"4161";"314600";121;3;40,3333333333333
"4162";"355210";116;4;29
"4163";"231400";81;15;5,4
"4164";"412090";74,5;2;37,25
"4165";"261410";46,5;8;5,8125
"4166";"293270";31;5;6,2
"4167";"240100";65;7;9,28571428571429
"4168";"260260";51,5;10;5,15
"4169";"313720";120;9;13,3333333333333
"4170";"290800";43;4;10,75
"4171";"351740";153;9;17
"4172";"292210";23,5;7;3,35714285714286
"4173";"150350";22;7;3,14285714285714
"4174";"270850";41,5;13;3,19230769230769
"4175";"311330";326;9;36,2222222222222
"4176";"260420";27;10;2,7
"4177";"350530";230,5;NA;NA
"4178";"420730";113;14;8,07142857142857
"4179";"353430";243,5;3;81,1666666666667
"4180";"260530";38,5;10,5;3,66666666666667
"4181";"150380";36;6;6
"4182";"210850";31,5;9,5;3,31578947368421
"4183";"291770";27;6;4,5
"4184";"355640";154,5;3;51,5
"4185";"110025";29;7;4,14285714285714
"4186";"292170";62;10;6,2
"4187";"291005";253;10;25,3
"4188";"411330";103;10;10,3
"4189";"350010";290;1;290
"4190";"521310";126;5;25,2
"4191";"292440";11;NA;NA
"4192";"411950";127;8;15,875
"4193";"350070";175;4;43,75
"4194";"432150";305;7;43,5714285714286
"4195";"230960";104,5;23;4,54347826086957
"4196";"231070";50,5;17,5;2,88571428571429
"4197";"314560";114,5;13;8,80769230769231
"4198";"510320";106;4;26,5
"4199";"353670";141;1;141
"4200";"230690";43;8;5,375
"4201";"521380";119;11;10,8181818181818
"4202";"150548";13,5;4;3,375
"4203";"280710";35,5;4;8,875
"4204";"431405";161;3;53,6666666666667
"4205";"521308";52,5;8;6,5625
"4206";"313190";219;12;18,25
"4207";"210290";18;10;1,8
"4208";"313250";50;8;6,25
"4209";"211270";44;13;3,38461538461538
"4210";"520910";105;12;8,75
"4211";"251600";59,5;10;5,95
"4212";"210260";11;8;1,375
"4213";"311880";45;9;5
"4214";"290580";37,5;7,5;5
"4215";"251250";40;16;2,5
"4216";"210900";50;7;7,14285714285714
"4217";"290630";65,5;13,5;4,85185185185185
"4218";"150808";68,5;6;11,4166666666667
"4219";"250250";28;7;4
"4220";"150760";46;9;5,11111111111111
"4221";"261420";60;10;6
